90045 silly lifecycle process-nextick-args@1.0.3~preinstall: no script for preinstall, continuing
90410 silly lifecycle type-check@0.3.1~preinstall: no script for preinstall, continuing
90411 silly lifecycle levn@0.2.5~preinstall: no script for preinstall, continuing
90412 silly lifecycle typedarray@0.0.6~preinstall: no script for preinstall, continuing
90413 silly lifecycle concat-stream@1.4.10~preinstall: no script for preinstall, continuing
90414 silly lifecycle uid-number@0.0.5~preinstall: no script for preinstall, continuing
90415 silly lifecycle umd@3.0.1~preinstall: no script for preinstall, continuing
90416 silly lifecycle browser-pack@4.0.4~preinstall: no script for preinstall, continuing
90417 silly lifecycle underscore@1.7.0~preinstall: no script for preinstall, continuing
90418 silly lifecycle unorm@1.3.3~preinstall: no script for preinstall, continuing
90419 silly lifecycle url@0.10.3~preinstall: no script for preinstall, continuing
90420 silly lifecycle util@0.10.3~preinstall: no script for preinstall, continuing
90421 silly lifecycle assert@1.3.0~preinstall: no script for preinstall, continuing
90422 silly lifecycle util-deprecate@1.0.0~preinstall: no script for preinstall, continuing
90423 silly lifecycle valid-identifier@0.0.1~preinstall: no script for preinstall, continuing
90424 silly lifecycle validate-npm-package-license@3.0.1~preinstall: no script for preinstall, continuing
90425 silly lifecycle normalize-package-data@2.3.4~preinstall: no script for preinstall, continuing
90426 silly lifecycle validate-npm-package-name@2.2.2~preinstall: no script for preinstall, continuing
90427 silly lifecycle vm-browserify@0.0.4~preinstall: no script for preinstall, continuing
90428 silly lifecycle wordwrap@0.0.3~preinstall: no script for preinstall, continuing
90429 silly lifecycle optionator@0.5.0~preinstall: no script for preinstall, continuing
90430 silly lifecycle escodegen@1.7.0~preinstall: no script for preinstall, continuing
90431 silly lifecycle detective@4.2.0~preinstall: no script for preinstall, continuing
90432 silly lifecycle wrappy@1.0.1~preinstall: no script for preinstall, continuing
90433 silly lifecycle once@1.3.2~preinstall: no script for preinstall, continuing
90434 silly lifecycle npmconf@2.1.2~preinstall: no script for preinstall, continuing
90435 silly lifecycle inflight@1.0.4~preinstall: no script for preinstall, continuing
90436 silly lifecycle glob@5.0.15~preinstall: no script for preinstall, continuing
90437 silly lifecycle rimraf@2.4.3~preinstall: no script for preinstall, continuing
90438 silly lifecycle fstream@1.0.8~preinstall: no script for preinstall, continuing
90439 silly lifecycle tar@1.0.2~preinstall: no script for preinstall, continuing
90440 silly lifecycle read-package-json@2.0.1~preinstall: no script for preinstall, continuing
90441 silly lifecycle init-package-json@1.9.1~preinstall: no script for preinstall, continuing
90442 silly lifecycle glob@4.5.3~preinstall: no script for preinstall, continuing
90443 silly lifecycle node-uuid@1.3.3~preinstall: no script for preinstall, continuing
90444 silly lifecycle xcode@0.8.0~preinstall: no script for preinstall, continuing
90445 silly lifecycle xmlbuilder@2.2.1~preinstall: no script for preinstall, continuing
90446 silly lifecycle xmldom@0.1.19~preinstall: no script for preinstall, continuing
90447 silly lifecycle plist@1.1.0~preinstall: no script for preinstall, continuing
90448 silly lifecycle xtend@4.0.0~preinstall: no script for preinstall, continuing
90449 silly lifecycle through2@1.1.1~preinstall: no script for preinstall, continuing
90450 silly lifecycle stream-splicer@1.3.2~preinstall: no script for preinstall, continuing
90451 silly lifecycle labeled-stream-splicer@1.0.2~preinstall: no script for preinstall, continuing
90452 silly lifecycle deps-sort@1.3.9~preinstall: no script for preinstall, continuing
90453 silly lifecycle module-deps@3.9.1~preinstall: no script for preinstall, continuing
90454 silly lifecycle insert-module-globals@6.6.0~preinstall: no script for preinstall, continuing
90455 silly lifecycle browserify@10.1.3~preinstall: no script for preinstall, continuing
90456 silly lifecycle cordova-js@4.1.1~preinstall: no script for preinstall, continuing
90457 silly lifecycle cordova-lib@5.3.3~preinstall: no script for preinstall, continuing
90458 silly lifecycle cordova@5.3.3~preinstall: no script for preinstall, continuing
90459 silly lifecycle ionic@1.6.5~preinstall: no script for preinstall, continuing
90460 warn lifecycle ios-deploy@1.7.0~preinstall: cannot run in wd %s %s (wd=%s) ios-deploy@1.7.0 make ios-deploy /Users/JoyZheng/mobile/node_modules/.staging/ios-deploy-9e987c0bd1b4c51ba678d12ee65e4c3f
90461 silly lifecycle ios-sim@5.0.1~preinstall: no script for preinstall, continuing
90462 silly doReverseSerial remove 0
90463 silly doSerial move 0
90464 silly doSerial finalize 1035
90465 silly finalize /Users/JoyZheng/mobile/node_modules/abbrev
90466 silly finalize /Users/JoyZheng/mobile/node_modules/acorn
90467 silly finalize /Users/JoyZheng/mobile/node_modules/amdefine
90468 silly finalize /Users/JoyZheng/mobile/node_modules/ansi-regex
90469 silly finalize /Users/JoyZheng/mobile/node_modules/ansi-styles
90470 silly finalize /Users/JoyZheng/mobile/node_modules/asn1
90471 silly finalize /Users/JoyZheng/mobile/node_modules/assert-plus
90472 silly finalize /Users/JoyZheng/mobile/node_modules/astw/node_modules/acorn
90473 silly finalize /Users/JoyZheng/mobile/node_modules/astw
90474 silly finalize /Users/JoyZheng/mobile/node_modules/async
90475 silly finalize /Users/JoyZheng/mobile/node_modules/aws-sign2
90476 silly finalize /Users/JoyZheng/mobile/node_modules/balanced-match
90477 silly finalize /Users/JoyZheng/mobile/node_modules/Base64
90478 silly finalize /Users/JoyZheng/mobile/node_modules/base64-js
90479 silly finalize /Users/JoyZheng/mobile/node_modules/bn.js
90480 silly finalize /Users/JoyZheng/mobile/node_modules/bplist-parser
90481 silly finalize /Users/JoyZheng/mobile/node_modules/brorand
90482 silly finalize /Users/JoyZheng/mobile/node_modules/browser-pack/node_modules/xtend
90483 silly finalize /Users/JoyZheng/mobile/node_modules/buffer-xor
90484 silly finalize /Users/JoyZheng/mobile/node_modules/builtin-modules
90485 silly finalize /Users/JoyZheng/mobile/node_modules/builtins
90486 silly finalize /Users/JoyZheng/mobile/node_modules/caseless
90487 silly finalize /Users/JoyZheng/mobile/node_modules/commondir
90488 silly finalize /Users/JoyZheng/mobile/node_modules/concat-map
90489 silly finalize /Users/JoyZheng/mobile/node_modules/brace-expansion
90490 silly finalize /Users/JoyZheng/mobile/node_modules/constants-browserify
90491 silly finalize /Users/JoyZheng/mobile/node_modules/convert-source-map
90492 silly finalize /Users/JoyZheng/mobile/node_modules/cordova-app-hello-world
90493 silly finalize /Users/JoyZheng/mobile/node_modules/cordova-serve/node_modules/q
90494 silly finalize /Users/JoyZheng/mobile/node_modules/cordova-serve/node_modules/shelljs
90495 silly finalize /Users/JoyZheng/mobile/node_modules/core-util-is
90496 silly finalize /Users/JoyZheng/mobile/node_modules/ctype
90497 silly finalize /Users/JoyZheng/mobile/node_modules/date-now
90498 silly finalize /Users/JoyZheng/mobile/node_modules/console-browserify
90499 silly finalize /Users/JoyZheng/mobile/node_modules/deep-equal
90500 silly finalize /Users/JoyZheng/mobile/node_modules/deep-extend
90501 silly finalize /Users/JoyZheng/mobile/node_modules/deep-is
90502 silly finalize /Users/JoyZheng/mobile/node_modules/defined
90503 silly finalize /Users/JoyZheng/mobile/node_modules/delayed-stream
90504 silly finalize /Users/JoyZheng/mobile/node_modules/combined-stream
90505 silly finalize /Users/JoyZheng/mobile/node_modules/dep-graph/node_modules/underscore
90506 silly finalize /Users/JoyZheng/mobile/node_modules/dep-graph
90507 silly finalize /Users/JoyZheng/mobile/node_modules/detective/node_modules/acorn
90508 silly finalize /Users/JoyZheng/mobile/node_modules/domain-browser
90509 silly finalize /Users/JoyZheng/mobile/node_modules/escape-string-regexp
90510 silly finalize /Users/JoyZheng/mobile/node_modules/escodegen/node_modules/source-map
90511 silly finalize /Users/JoyZheng/mobile/node_modules/esprima
90512 silly finalize /Users/JoyZheng/mobile/node_modules/estraverse
90513 silly finalize /Users/JoyZheng/mobile/node_modules/esutils
90514 silly finalize /Users/JoyZheng/mobile/node_modules/events
90515 silly finalize /Users/JoyZheng/mobile/node_modules/falafel
90516 silly finalize /Users/JoyZheng/mobile/node_modules/fast-levenshtein
90517 silly finalize /Users/JoyZheng/mobile/node_modules/forever-agent
90518 silly finalize /Users/JoyZheng/mobile/node_modules/form-data/node_modules/delayed-stream
90519 silly finalize /Users/JoyZheng/mobile/node_modules/form-data/node_modules/combined-stream
90520 silly finalize /Users/JoyZheng/mobile/node_modules/form-data/node_modules/mime
90521 silly finalize /Users/JoyZheng/mobile/node_modules/form-data
90522 silly finalize /Users/JoyZheng/mobile/node_modules/function-bind
90523 silly finalize /Users/JoyZheng/mobile/node_modules/graceful-fs
90524 silly finalize /Users/JoyZheng/mobile/node_modules/has
90525 silly finalize /Users/JoyZheng/mobile/node_modules/has-ansi
90526 silly finalize /Users/JoyZheng/mobile/node_modules/hoek
90527 silly finalize /Users/JoyZheng/mobile/node_modules/boom
90528 silly finalize /Users/JoyZheng/mobile/node_modules/cryptiles
90529 silly finalize /Users/JoyZheng/mobile/node_modules/hosted-git-info
90530 silly finalize /Users/JoyZheng/mobile/node_modules/htmlescape
90531 silly finalize /Users/JoyZheng/mobile/node_modules/http-signature
90532 silly finalize /Users/JoyZheng/mobile/node_modules/https-browserify
90533 silly finalize /Users/JoyZheng/mobile/node_modules/ieee754
90534 silly finalize /Users/JoyZheng/mobile/node_modules/indexof
90535 silly finalize /Users/JoyZheng/mobile/node_modules/inherits
90536 silly finalize /Users/JoyZheng/mobile/node_modules/http-browserify
90537 silly finalize /Users/JoyZheng/mobile/node_modules/hash.js
90538 silly finalize /Users/JoyZheng/mobile/node_modules/elliptic
90539 silly finalize /Users/JoyZheng/mobile/node_modules/create-ecdh
90540 silly finalize /Users/JoyZheng/mobile/node_modules/cipher-base
90541 silly finalize /Users/JoyZheng/mobile/node_modules/block-stream
90542 silly finalize /Users/JoyZheng/mobile/node_modules/ini
90543 silly finalize /Users/JoyZheng/mobile/node_modules/inline-source-map/node_modules/source-map
90544 silly finalize /Users/JoyZheng/mobile/node_modules/inline-source-map
90545 silly finalize /Users/JoyZheng/mobile/node_modules/insert-module-globals/node_modules/convert-source-map
90546 silly finalize /Users/JoyZheng/mobile/node_modules/insert-module-globals/node_modules/source-map
90547 silly finalize /Users/JoyZheng/mobile/node_modules/insert-module-globals/node_modules/inline-source-map
90548 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/async
90549 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/css-select/node_modules/boolbase
90550 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/css-select/node_modules/css-what
90551 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/css-select/node_modules/domutils/node_modules/domelementtype
90552 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/css-select/node_modules/domutils
90553 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/css-select/node_modules/nth-check
90554 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/css-select
90555 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/dom-serializer/node_modules/domelementtype
90556 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/entities
90557 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/dom-serializer
90558 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/domelementtype
90559 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/domhandler
90560 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/domutils
90561 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/entities
90562 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/readable-stream/node_modules/core-util-is
90563 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/readable-stream/node_modules/inherits
90564 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/readable-stream/node_modules/isarray
90565 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/cheerio/node_modules/htmlparser2/node_modules/readable-stream/node_modules/string_decoder
